time,reference,actual,high,low,error,actual (raw)
0,0,0,0.00167992948332847,-0.00167992948332847,0,0
0.0008,0,0,0.00167992948332847,-0.00167992948332847,0,0
0.2096,0,0,0.0125994711249635,-0.0125994711249635,,
0.0016,,,,,,0
0.0024,,,,,,0
0.0032,,,,,,0
0.004,,,,,,0
0.0048,,,,,,0
0.0056,,,,,,0
0.0064,,,,,,0
0.0072,,,,,,0
0.008,,,,,,0
0.0088,,,,,,0
0.0096,,,,,,0
0.0104,,,,,,0
0.0112,,,,,,0
0.012,,,,,,0
0.0128,,,,,,0
0.0136,,,,,,0
0.0144,,,,,,0
0.0152,,,,,,0
0.016,,,,,,0
0.0168,,,,,,0
0.0176,,,,,,0
0.0184,,,,,,0
0.0192,,,,,,0
0.02,,,,,,0
0.0208,,,,,,0
0.0216,,,,,,0
0.0224,,,,,,0
0.0232,,,,,,0
0.024,,,,,,0
0.0248,,,,,,0
0.0256,,,,,,0
0.0264,,,,,,0
0.0272,,,,,,0
0.028,,,,,,0
0.0288,,,,,,0
0.0296,,,,,,0
0.0304,,,,,,0
0.0312,,,,,,0
0.032,,,,,,0
0.0328,,,,,,0
0.0336,,,,,,0
0.0344,,,,,,0
0.0352,,,,,,0
0.036,,,,,,0
0.0368,,,,,,0
0.0376,,,,,,0
0.0384,,,,,,0
0.0392,,,,,,0
0.04,,,,,,0
0.0408,,,,,,0
0.0416,,,,,,0
0.0424,,,,,,0
0.0432,,,,,,0
0.044,,,,,,0
0.0448,,,,,,0
0.0456,,,,,,0
0.0464,,,,,,0
0.0472,,,,,,0
0.048,,,,,,0
0.0488,,,,,,0
0.0496,,,,,,0
0.0504,,,,,,0
0.0512,,,,,,0
0.052,,,,,,0
0.0528,,,,,,0
0.0536,,,,,,0
0.0544,,,,,,0
0.0552,,,,,,0
0.056,,,,,,0
0.0568,,,,,,0
0.0576,,,,,,0
0.0584,,,,,,0
0.0592,,,,,,0
0.06,,,,,,0
0.0608,,,,,,0
0.0616,,,,,,0
0.0624,,,,,,0
0.0632,,,,,,0
0.064,,,,,,0
0.0648,,,,,,0
